no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,0,0,0,31,2017,9,15,1,0,0,0,200.0,2,0
2,0,2,1,0,0,0,134,2017,12,4,0,0,0,0,65.0,0,0
2,0,2,2,0,0,0,80,2018,9,26,0,0,0,0,95.0,0,1
2,0,1,2,0,0,0,75,2018,6,26,0,0,0,0,80.75,0,0
1,0,1,4,0,0,0,69,2018,6,6,0,0,0,0,120.0,0,1
2,0,2,5,1,0,0,278,2018,7,23,1,0,0,0,89.25,0,1
2,0,2,6,0,0,1,106,2018,7,23,1,0,0,0,117.06,1,1
2,1,1,1,0,0,0,17,2018,2,12,1,0,0,0,109.0,2,0
2,0,1,2,0,0,0,208,2018,10,30,0,0,0,0,80.75,1,0
2,0,1,3,0,0,0,247,2018,10,28,1,0,0,0,70.03,0,1
2,0,2,4,0,0,0,114,2018,7,3,1,0,0,0,100.6,1,0
1,0,0,1,0,0,0,47,2018,4,12,0,0,0,0,99.9,0,0
2,0,0,1,0,0,0,62,2018,9,21,0,0,0,0,75.0,0,0
2,0,2,3,0,0,0,216,2018,8,8,1,0,0,0,75.27,1,0
2,0,1,2,0,0,0,94,2018,5,13,0,0,0,0,80.75,0,0
2,0,1,1,0,0,0,97,2018,9,20,1,0,0,0,135.9,0,1
2,0,1,2,0,0,0,31,2017,9,30,0,0,0,0,111.6,0,0
2,0,2,6,2,0,0,277,2018,9,5,1,0,0,0,89.14,1,0
3,0,2,1,0,0,0,71,2018,6,26,1,0,0,0,105.4,0,0
2,2,2,4,0,0,3,10,2018,12,23,1,0,0,0,148.39,2,0
2,0,1,1,0,0,1,48,2018,9,26,1,0,0,0,154.98,2,0
3,0,0,2,0,0,1,8,2018,4,15,1,0,0,0,126.0,1,0
2,0,2,3,0,0,0,188,2018,7,28,1,0,0,0,90.95,1,1
1,0,0,2,0,0,0,99,2018,2,19,2,0,0,0,90.0,0,0
2,0,1,2,0,0,0,103,2018,6,9,1,0,0,0,126.9,1,1
3,0,2,4,0,0,1,169,2018,7,16,1,0,0,0,130.05,0,1
2,0,1,2,0,0,0,155,2018,8,1,1,0,0,0,130.5,1,1
2,0,0,3,0,0,0,51,2018,2,25,0,0,0,0,80.3,0,0
2,0,1,3,0,0,0,280,2018,12,31,1,0,0,0,73.95,2,1
1,0,0,3,0,0,0,95,2018,3,22,0,0,0,0,37.33,0,0
2,0,1,2,0,1,0,9,2017,10,15,1,0,0,0,169.33,0,0
2,0,0,3,1,0,0,203,2018,9,2,1,0,0,0,116.1,1,1
2,0,0,2,0,0,4,56,2018,11,27,1,0,0,0,128.8,0,0
2,0,1,2,0,0,0,77,2018,6,13,0,0,0,0,80.75,1,0
2,0,2,3,0,0,0,130,2018,4,9,1,0,0,0,87.55,1,0
2,0,2,5,0,0,0,77,2018,3,22,1,0,0,0,87.31,0,0
2,0,0,2,0,0,0,0,2018,3,2,0,0,0,0,55.0,0,0
1,0,1,4,0,0,0,77,2018,2,23,1,0,0,0,69.84,1,0
3,0,0,2,0,0,1,32,2018,4,20,1,0,0,0,140.7,0,1
2,0,0,2,0,0,0,122,2018,5,13,1,0,0,0,105.3,2,0
1,0,0,3,0,0,0,338,2018,10,7,1,0,0,0,80.0,2,0
3,0,1,5,0,0,1,155,2018,8,1,1,0,0,0,130.05,3,0
2,0,0,4,0,0,0,34,2018,1,19,0,0,0,0,71.0,0,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,110.0,0,1
2,0,0,3,0,0,0,41,2018,10,27,0,0,0,0,70.0,0,0
2,0,2,4,0,0,1,137,2018,11,14,1,0,0,0,65.45,0,0
3,0,0,1,0,0,1,128,2018,10,6,1,0,0,0,151.2,3,0
2,0,2,5,0,0,0,122,2018,12,21,1,0,0,0,85.0,0,0
2,0,2,3,0,0,0,61,2017,10,24,0,0,0,0,91.0,0,0
2,1,1,1,0,0,0,50,2018,4,30,1,0,0,0,121.5,1,1
2,0,1,2,1,0,0,223,2018,9,12,1,0,0,0,89.73,1,0
1,0,0,3,0,0,0,113,2018,6,31,2,0,0,0,100.0,0,1
1,0,0,3,0,0,0,37,2018,10,14,0,0,0,0,95.0,0,0
1,0,1,2,0,0,0,7,2018,5,19,0,0,0,0,90.0,0,0
2,0,0,2,0,0,1,1,2018,6,30,1,0,0,0,166.0,2,0
2,0,0,3,0,0,0,183,2018,9,8,1,0,0,0,110.0,0,1
2,0,2,2,1,0,0,57,2018,3,10,1,0,0,0,63.75,0,1
2,0,1,0,1,1,0,134,2018,7,10,1,0,0,0,103.5,1,0
3,0,2,3,0,1,1,40,2018,7,3,1,0,0,0,150.3,1,0
1,0,0,2,0,0,0,7,2017,9,16,0,0,0,0,113.6,0,0
2,0,0,4,0,0,0,99,2018,6,7,1,0,0,0,119.85,0,0
1,0,0,3,0,0,0,6,2017,10,1,0,0,0,0,80.0,0,0
2,0,0,3,0,0,1,14,2018,5,5,0,0,0,0,62.0,0,0
1,0,0,2,0,0,0,0,2018,3,1,2,1,0,16,65.0,1,0
2,0,1,3,0,0,0,134,2018,5,9,1,0,0,0,76.58,0,1
2,0,1,3,0,0,0,433,2018,9,8,0,0,0,0,70.0,0,1
2,0,2,4,0,0,1,180,2018,8,10,1,0,0,0,112.2,1,1
2,0,2,1,2,0,0,131,2017,7,15,0,0,0,0,94.5,0,0
2,0,2,1,0,0,0,116,2018,8,28,1,0,0,0,109.8,0,1
2,0,2,5,0,0,0,227,2018,8,18,0,0,0,0,80.75,0,0
2,0,1,1,0,0,0,67,2018,12,26,0,0,0,0,75.0,0,0
1,0,0,1,0,0,0,99,2018,7,19,2,0,0,0,81.0,0,0
2,1,2,3,0,0,0,47,2018,10,20,1,0,0,0,129.99,2,0
2,0,0,1,2,0,0,41,2018,9,28,0,0,0,0,120.0,0,0
2,0,2,1,0,0,2,20,2018,1,23,1,0,0,0,77.25,1,0
2,0,1,1,0,0,1,83,2018,10,10,1,0,0,0,132.3,0,1
3,0,0,4,0,0,0,140,2018,8,31,0,0,0,0,105.4,2,0
1,0,0,3,0,0,0,43,2017,10,1,1,0,0,0,75.0,0,1
2,0,0,3,0,0,0,74,2018,5,1,0,0,0,0,80.75,0,0
2,0,0,2,0,0,1,10,2017,10,23,0,0,0,0,75.0,0,0
2,0,1,3,0,0,0,166,2018,11,4,0,0,0,0,110.0,0,1
3,0,0,4,0,0,1,107,2018,8,24,1,0,0,0,152.1,2,1
2,0,0,2,0,1,0,25,2018,7,1,1,0,0,0,165.5,2,0
1,0,0,3,0,0,0,8,2018,11,7,1,0,0,0,177.5,1,0
2,1,0,1,0,0,0,1,2018,5,19,1,0,0,0,142.0,1,0
2,0,2,5,0,1,1,33,2018,4,24,1,0,0,0,141.69,0,0
2,0,2,2,0,0,2,36,2018,2,13,1,0,0,0,71.55,1,1
2,2,2,3,0,0,3,81,2018,5,15,1,0,0,0,187.85,1,1
2,0,0,3,0,0,2,44,2018,12,5,1,0,0,0,82.13,0,0
3,0,1,3,0,0,1,49,2018,3,27,1,0,0,0,124.1,0,1
2,0,2,2,1,0,0,135,2018,5,22,1,0,0,0,94.5,1,0
1,0,1,0,0,0,0,5,2017,10,19,0,0,0,0,90.0,0,0
2,0,1,2,1,0,0,99,2018,7,4,1,0,0,0,103.5,1,0
1,0,0,3,0,0,0,238,2018,10,13,0,0,0,0,80.0,0,1
2,0,2,3,0,0,0,151,2018,3,20,0,0,0,0,59.5,0,0
3,0,2,1,0,0,1,1,2018,6,26,1,0,0,0,177.0,0,0
2,0,0,4,0,0,5,16,2018,5,21,1,0,0,0,296.0,1,0
1,0,0,2,0,0,0,39,2017,8,14,0,0,0,0,87.0,0,0
1,0,0,2,0,0,1,47,2018,9,30,1,0,0,0,132.3,1,1
3,0,2,3,0,0,3,35,2018,4,3,1,0,0,0,162.45,1,1
2,0,2,2,0,0,0,99,2018,10,30,0,0,0,0,65.0,0,0
3,0,0,3,0,0,1,54,2018,6,2,1,0,0,0,159.3,0,1
2,0,1,3,0,0,0,141,2018,5,31,1,0,0,0,99.96,0,1
2,0,1,3,0,1,0,116,2018,9,15,1,0,0,0,104.49,0,0
1,0,1,2,0,0,0,193,2018,6,20,0,0,0,0,120.0,0,1
1,0,0,3,0,0,0,15,2018,2,3,0,0,0,0,85.33,0,0
2,0,2,3,1,0,0,138,2018,4,22,1,0,0,0,79.5,0,1
2,1,2,6,0,0,0,161,2018,7,1,1,0,0,0,114.75,1,1
2,0,1,2,0,0,1,93,2017,12,7,0,0,0,0,60.0,0,0
3,0,1,3,0,0,1,50,2018,4,25,1,0,0,0,130.05,0,1
2,0,1,4,1,0,0,109,2018,5,6,1,0,0,0,97.75,0,1
2,0,0,2,0,0,0,20,2018,11,7,1,0,0,0,200.0,2,0
1,0,2,1,1,0,0,48,2018,3,24,1,0,0,0,67.5,0,1
2,0,2,3,0,0,0,198,2018,8,25,0,0,0,0,72.25,0,1
3,0,1,1,0,0,1,72,2018,7,13,1,0,0,0,137.7,2,0
1,0,0,3,0,0,0,195,2018,10,18,1,0,0,0,90.9,0,0
2,0,2,2,0,0,1,86,2018,10,30,1,0,0,0,104.4,0,1
3,0,2,6,0,0,0,132,2018,7,12,0,0,0,0,96.9,2,0
1,0,0,2,0,1,0,0,2018,10,28,0,0,0,0,95.0,0,0
1,0,0,2,0,0,0,192,2018,6,25,0,0,0,0,95.0,0,0
2,0,0,3,1,0,0,118,2018,6,29,1,0,0,0,110.0,1,1
1,0,0,2,2,0,0,219,2017,9,4,0,0,0,0,84.0,0,0
2,0,2,2,1,0,0,250,2018,8,20,1,0,0,0,84.15,0,1
3,0,2,3,0,0,1,23,2018,12,6,1,0,0,0,130.9,2,0
2,0,0,2,0,1,0,94,2018,7,14,1,0,0,0,96.3,0,0
2,0,0,1,0,0,0,105,2018,4,11,0,0,0,0,75.0,0,1
1,0,1,4,0,0,3,64,2018,11,16,1,0,0,0,139.5,1,1
2,0,1,3,2,0,0,88,2018,5,3,0,0,0,0,117.0,1,0
3,0,0,2,0,0,1,105,2018,10,26,1,0,0,0,151.2,1,0
2,0,0,2,0,0,1,0,2018,8,26,1,0,0,0,176.0,0,0
3,0,1,4,0,0,1,17,2018,6,14,1,0,0,0,134.57,1,0
2,0,2,1,2,0,0,117,2017,10,1,0,0,0,0,94.5,0,1
2,0,2,2,0,0,0,5,2017,10,22,0,0,0,0,65.0,0,0
2,0,1,2,0,0,0,186,2018,4,22,0,0,0,0,80.0,0,0
2,0,2,5,2,0,0,96,2018,7,11,0,0,0,0,102.25,0,1
2,0,0,2,0,0,0,210,2018,8,7,1,0,0,0,90.95,0,1
2,0,1,5,0,0,0,24,2018,9,27,0,0,0,0,110.0,0,0
1,0,5,11,0,0,0,29,2018,2,12,0,0,0,0,66.29,0,0
1,0,2,3,0,0,0,55,2017,12,31,0,0,0,0,62.67,0,0
2,2,0,1,2,0,3,112,2018,8,19,1,0,0,0,224.1,3,0
2,0,1,3,0,0,0,60,2018,11,10,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,1,2017,11,1,0,0,0,0,75.0,0,0
2,2,2,6,0,0,3,132,2018,7,1,1,0,0,0,187.0,0,1
2,0,2,2,0,0,1,141,2018,5,20,1,0,0,0,108.29,0,0
1,0,0,2,0,0,1,77,2018,4,7,1,0,0,0,95.2,2,0
2,0,2,1,0,0,2,33,2018,1,30,1,0,0,0,67.5,1,0
1,0,2,3,0,0,0,2,2018,2,14,0,0,0,0,55.74,0,0
2,0,0,2,0,0,0,65,2017,10,2,0,0,0,0,100.0,0,0
2,0,0,1,0,0,2,109,2018,7,8,1,0,0,0,97.54,1,0
3,0,0,4,0,0,1,1,2018,6,28,1,0,0,0,133.0,2,0
2,0,1,2,1,0,0,102,2018,10,21,1,0,0,0,108.0,1,1
2,1,0,3,0,0,0,192,2018,8,9,1,0,0,0,121.5,2,1
2,0,2,2,0,0,0,102,2017,10,16,1,0,0,0,89.25,2,1
2,0,1,1,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
2,0,0,4,0,0,0,160,2018,7,27,1,0,0,0,90.0,0,1
2,0,2,3,0,0,0,180,2018,10,1,1,0,0,0,108.9,2,1
1,0,0,3,0,0,0,151,2018,10,4,1,0,0,0,108.9,0,1
3,0,1,0,0,0,1,103,2018,8,5,1,0,0,0,146.7,0,1
2,0,2,3,0,0,0,170,2018,8,10,0,0,0,0,72.25,0,0
2,0,0,3,2,0,0,146,2018,11,24,1,0,0,0,110.0,0,1
2,0,0,1,0,0,0,315,2018,12,2,0,0,0,0,52.0,0,0
2,0,0,2,0,0,0,27,2018,9,30,0,0,0,0,108.0,0,0
2,1,0,1,1,0,0,1,2018,9,17,1,0,0,0,159.0,2,0
2,0,3,8,0,0,1,129,2018,10,10,1,0,0,0,132.3,0,1
2,0,1,3,0,0,1,193,2018,10,26,1,0,0,0,106.71,1,1
2,0,0,2,1,0,0,157,2018,7,16,1,0,0,0,87.13,0,1
2,0,2,3,2,0,0,138,2018,7,10,0,0,0,0,102.25,0,0
1,0,0,2,2,0,0,0,2017,10,6,0,0,0,0,90.0,0,0
1,0,5,10,0,0,0,152,2018,7,18,1,0,0,0,91.93,0,1
2,0,1,2,0,0,0,41,2018,7,2,0,0,0,0,85.0,0,0
2,0,1,3,0,0,0,258,2018,9,29,1,0,0,0,106.2,2,1
1,0,0,1,0,0,0,74,2018,7,9,1,0,0,0,112.5,1,0
2,0,2,2,0,0,0,158,2018,11,25,1,0,0,0,85.0,1,1
1,0,2,3,0,0,0,41,2018,7,24,0,0,0,0,110.0,0,0
3,0,1,0,0,0,1,69,2018,7,12,1,0,0,0,137.7,1,0
3,0,2,4,0,0,1,24,2018,6,12,1,0,0,0,154.33,0,0
2,0,2,3,0,0,0,176,2018,9,8,1,0,0,0,125.1,0,1
2,0,2,4,0,0,2,29,2017,12,17,2,0,0,0,71.25,0,0
1,0,0,2,0,0,0,88,2018,10,7,2,0,0,0,68.0,1,0
2,0,2,4,0,0,0,264,2018,9,9,1,0,0,0,100.3,0,1
2,0,0,3,0,0,0,71,2018,5,10,0,0,0,0,75.0,0,0
1,0,0,3,0,0,0,22,2018,11,1,2,0,0,0,64.0,0,0
1,0,1,2,0,0,1,3,2018,10,12,2,0,0,0,110.0,3,0
2,0,0,2,0,0,0,31,2018,3,2,0,0,0,0,85.0,0,1
1,0,1,1,1,0,0,88,2018,10,3,1,0,0,0,108.0,0,1
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,1,0
1,0,2,5,0,0,0,166,2018,11,1,1,0,0,0,110.0,0,1
2,0,1,2,0,0,0,171,2018,9,16,1,0,0,0,126.9,0,1
1,0,0,2,1,0,0,50,2018,11,9,1,0,0,0,145.69,0,1
2,0,0,3,0,0,0,46,2018,4,30,0,0,0,0,86.5,0,0
1,0,0,3,0,0,0,269,2018,12,17,0,0,0,0,70.0,1,0
3,0,0,4,0,0,1,93,2018,10,19,1,0,0,0,151.2,0,1
2,0,2,4,0,0,0,163,2017,8,19,1,0,0,0,76.5,1,0
1,0,2,3,0,0,0,8,2018,3,1,0,0,0,0,56.0,0,0
3,0,2,3,0,0,0,127,2018,8,14,1,0,0,0,96.9,2,0
2,0,1,3,0,0,0,104,2018,9,27,1,0,0,0,138.6,2,0
2,0,2,5,0,0,1,44,2017,10,14,1,0,0,0,87.54,1,0
2,0,0,1,0,0,0,87,2018,9,23,0,0,0,0,95.0,0,0
2,0,0,2,0,0,0,86,2018,9,24,0,0,0,0,105.0,0,0
2,0,2,2,0,0,0,60,2018,1,20,0,0,0,0,60.0,0,0
2,0,2,3,0,0,0,303,2018,8,17,0,0,0,0,78.0,0,1
3,0,0,1,0,0,1,1,2018,3,27,1,0,0,0,140.0,1,0
1,0,0,2,0,0,1,52,2018,9,15,1,0,0,0,149.4,0,1
2,0,0,4,2,0,0,21,2018,12,30,0,0,0,0,117.0,1,0
2,0,2,1,0,0,0,31,2018,8,5,0,0,0,0,104.64,0,0
2,1,4,10,1,0,0,217,2018,12,5,1,0,0,0,65.11,2,0
2,0,1,2,0,0,1,123,2018,8,1,1,0,0,0,105.3,0,1
1,0,1,1,0,0,0,107,2018,6,10,0,0,0,0,120.0,0,0
2,0,2,1,0,0,0,116,2018,2,18,0,0,0,0,81.0,0,0
1,0,1,2,0,0,1,24,2017,9,11,1,0,0,0,107.03,1,0
2,2,0,1,0,0,3,2,2018,5,25,1,0,0,0,250.0,0,0
2,0,0,1,1,0,0,207,2018,12,4,1,0,0,0,98.1,0,1
2,0,0,3,1,0,2,211,2018,5,31,1,0,0,0,68.69,1,0
1,0,0,1,0,0,0,105,2018,11,18,0,1,0,4,75.0,0,0
2,0,1,1,0,0,0,40,2017,10,5,0,0,0,0,65.0,0,0
1,0,1,0,0,1,0,60,2018,10,31,2,0,0,0,67.0,0,0
3,0,0,4,0,0,0,109,2018,12,30,0,0,0,0,92.65,0,0
2,0,1,3,0,0,1,110,2018,9,12,1,0,0,0,149.4,0,1
2,0,2,3,0,0,1,151,2018,6,19,1,0,0,0,119.97,0,1
1,0,2,4,0,0,1,6,2018,5,29,2,0,0,0,110.0,1,0
2,0,0,3,0,0,0,58,2018,11,13,0,0,0,0,75.0,0,0
2,0,0,3,0,0,0,65,2018,6,3,0,0,0,0,80.75,1,0
2,0,0,2,0,0,1,18,2018,12,30,1,0,0,0,375.5,1,0
1,0,1,1,0,0,1,32,2018,9,18,1,0,0,0,149.4,1,0
2,0,0,1,1,0,0,113,2018,10,9,1,0,0,0,108.0,1,1
1,0,0,1,2,0,0,4,2018,3,7,0,0,0,0,88.0,0,0
1,0,0,2,0,0,0,103,2018,5,4,0,0,0,0,80.0,0,1
1,0,1,1,0,0,1,4,2018,3,3,1,0,0,0,0.0,0,0
2,0,0,3,0,0,0,111,2018,6,10,0,0,0,0,96.67,0,0
2,0,0,2,0,0,0,92,2017,10,7,0,0,0,0,70.0,0,1
2,0,0,1,2,0,0,8,2018,7,8,1,0,0,0,189.0,1,1
2,0,0,4,0,0,1,34,2017,10,25,1,0,0,0,158.4,1,0
2,2,2,2,0,0,2,11,2018,9,4,1,0,0,0,263.55,0,1
1,0,0,3,0,0,0,19,2017,10,6,0,0,0,0,75.0,0,0
2,0,1,2,0,1,1,0,2017,11,30,1,0,0,0,117.0,0,0
2,0,0,3,0,0,0,105,2018,5,6,0,0,0,0,75.0,0,1
1,0,0,3,0,0,1,51,2018,10,4,1,0,0,0,151.2,0,0
2,1,1,3,0,0,0,35,2018,3,24,1,0,0,0,125.1,1,0
2,2,0,1,0,1,3,1,2018,12,1,1,0,0,0,142.0,0,0
3,0,1,2,0,0,1,70,2018,8,15,1,0,0,0,152.1,0,0
2,0,1,2,0,0,0,131,2018,7,4,1,0,0,0,105.3,0,0
2,1,2,3,0,0,0,47,2018,6,30,1,0,0,0,139.95,2,1
2,0,2,1,0,0,0,67,2018,3,26,0,0,0,0,76.16,0,1
1,0,1,0,0,0,0,1,2018,12,13,2,1,0,8,67.0,1,0
2,0,1,2,0,0,0,78,2018,3,23,0,0,0,0,100.0,0,1
2,0,0,2,2,0,0,39,2017,8,23,0,0,0,0,87.0,0,0
2,1,0,1,0,0,0,14,2018,7,14,1,0,0,0,169.0,1,0
2,1,1,0,0,1,0,10,2018,8,15,1,0,0,0,180.0,2,0
2,0,1,1,0,0,0,159,2018,5,9,0,0,0,0,70.0,1,0
2,0,2,2,0,0,0,67,2018,3,26,0,0,0,0,76.16,1,0
1,0,1,1,0,0,0,41,2018,7,21,0,0,0,0,65.0,0,0
1,0,0,1,0,0,1,0,2018,12,9,4,1,0,1,0.0,1,0
2,0,2,1,0,0,0,163,2018,8,23,1,0,0,0,84.15,0,1
2,0,0,2,0,0,0,114,2018,9,27,1,0,0,0,109.8,0,0
3,0,2,3,0,0,4,8,2018,4,24,1,0,0,0,130.05,2,0
1,0,0,2,0,0,0,2,2018,7,19,2,1,3,12,65.0,0,0
2,0,0,3,0,0,0,122,2018,12,15,0,0,0,0,85.0,0,1
2,0,0,2,0,0,0,418,2018,9,26,0,0,0,0,75.0,0,1
1,0,1,0,0,1,0,62,2018,11,22,2,1,0,5,67.0,0,0
1,0,0,4,0,0,0,159,2017,12,29,0,0,0,0,70.5,0,0
2,1,0,3,0,0,0,119,2018,6,29,1,0,0,0,128.7,1,1
2,0,2,1,0,0,0,131,2018,7,4,1,0,0,0,105.3,2,0
3,0,2,2,0,0,1,156,2018,7,23,1,0,0,0,130.05,1,1
2,0,1,3,0,0,1,79,2018,5,19,1,0,0,0,132.6,0,1
2,0,2,5,0,0,0,125,2018,8,20,1,0,0,0,114.3,1,0
2,2,0,1,0,0,2,0,2018,2,11,1,0,0,0,83.03,0,1
3,0,2,2,0,0,1,75,2018,10,8,1,0,0,0,151.2,2,0
3,0,2,2,0,0,1,68,2018,4,24,1,0,0,0,133.2,1,0
2,0,2,0,0,0,0,92,2018,8,28,0,0,0,0,90.0,0,0
2,0,2,1,0,0,0,71,2018,5,1,0,0,0,0,101.52,0,0
2,1,2,2,0,0,0,71,2018,6,17,0,0,0,0,93.08,0,1
1,0,0,2,0,0,0,1,2018,9,28,2,0,0,0,185.0,0,0
2,0,1,3,0,0,2,287,2018,9,29,1,0,0,0,100.3,0,1
2,0,0,1,0,0,1,35,2018,10,12,1,0,0,0,170.0,2,0
2,0,2,1,0,0,0,109,2018,7,30,1,0,0,0,77.03,1,0
1,0,1,3,0,0,0,98,2017,9,21,0,0,0,0,71.4,0,0
2,0,1,3,0,0,0,85,2018,10,26,0,0,0,0,85.0,1,0
2,0,0,1,2,0,0,102,2018,10,16,0,0,0,0,101.5,0,1
2,0,0,3,1,0,0,98,2018,12,12,1,0,0,0,79.2,1,1
1,0,0,1,0,1,0,0,2018,3,5,2,1,0,1,67.0,1,0
2,0,1,5,0,0,1,67,2018,7,13,1,0,0,0,123.17,0,1
2,0,0,3,0,0,0,53,2018,4,14,0,0,0,0,120.0,1,0
2,0,2,3,0,0,1,72,2018,9,13,1,0,0,0,149.4,0,1
2,0,0,3,0,0,0,259,2018,11,5,0,0,0,0,89.0,0,1
2,0,0,2,0,0,0,213,2018,10,6,1,0,0,0,102.85,0,1
2,0,0,1,0,0,0,122,2018,5,27,1,0,0,0,105.3,0,0
2,0,2,1,0,0,0,43,2018,10,30,0,0,0,0,85.5,0,0
2,0,0,3,0,0,0,133,2018,7,12,1,0,0,0,105.3,2,0
2,0,2,1,0,0,1,166,2018,8,27,1,0,0,0,96.3,0,1
2,0,3,6,0,0,0,66,2018,7,11,1,0,0,0,97.56,0,1
1,0,1,1,0,0,0,104,2018,10,7,1,0,0,0,113.4,0,1
2,0,0,2,0,0,0,204,2017,10,5,0,0,0,0,100.0,0,1
2,0,1,3,1,0,0,160,2018,6,20,1,0,0,0,72.25,1,0
2,0,1,3,0,0,0,186,2018,8,8,0,0,0,0,72.25,0,1
2,0,2,1,0,0,0,97,2018,5,30,0,0,0,0,80.75,0,1
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,1,1
1,0,0,1,0,0,0,221,2017,10,17,0,0,0,0,65.0,0,0
2,0,0,4,2,0,0,100,2018,4,28,0,0,0,0,110.0,0,0
2,0,0,2,2,0,0,74,2017,9,17,0,0,0,0,101.5,0,0
2,0,0,3,1,0,0,98,2018,12,3,1,0,0,0,79.2,2,0
2,0,0,4,0,0,2,8,2017,12,13,1,0,0,0,104.25,1,1
1,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,87.0,0,0
2,0,0,2,2,0,0,320,2018,8,18,1,0,0,0,115.0,0,1
2,0,2,3,0,0,0,151,2018,7,16,1,0,0,0,110.58,0,1
2,0,1,2,1,0,0,127,2018,11,25,1,0,0,0,79.2,1,1
2,0,1,3,0,0,0,5,2017,10,19,0,0,0,0,80.0,0,0
1,0,0,1,0,0,0,2,2018,5,5,0,1,3,37,65.0,1,0
3,0,0,4,0,0,1,159,2018,8,19,1,0,0,0,134.45,0,1
2,0,0,3,2,0,0,48,2017,9,14,0,0,0,0,112.0,0,0
1,0,1,0,0,1,0,7,2018,11,23,2,1,0,2,67.0,0,0
2,0,2,3,0,0,0,188,2018,7,17,1,0,0,0,90.95,1,1
2,0,0,2,0,0,0,317,2018,9,15,1,0,0,0,120.0,1,1
2,0,1,1,0,0,0,225,2018,8,21,1,0,0,0,96.3,1,0
1,0,2,0,2,0,0,6,2017,12,10,1,0,0,0,0.0,0,0
2,0,1,3,0,0,0,71,2018,4,7,0,0,0,0,112.8,0,0
3,0,0,4,0,0,1,64,2018,3,9,1,0,0,0,91.68,0,0
2,0,2,5,0,0,1,88,2018,9,21,1,0,0,0,149.4,2,0
2,0,0,4,0,0,0,29,2018,11,2,0,0,0,0,70.0,0,0
3,0,0,2,0,0,1,141,2018,7,7,1,0,0,0,131.47,1,0
2,0,0,2,0,0,0,100,2018,1,29,0,0,0,0,52.0,0,0
2,0,0,3,0,0,0,89,2018,7,3,0,0,0,0,72.25,2,0
2,0,1,3,0,0,0,211,2018,8,25,1,0,0,0,90.95,0,1
1,0,0,3,0,0,0,0,2018,5,9,0,0,0,0,90.0,0,0
2,0,0,3,0,0,0,14,2017,10,16,0,0,0,0,100.0,0,0
2,0,0,3,0,0,0,100,2018,9,16,1,0,0,0,135.9,0,1
1,0,0,1,0,0,0,95,2018,4,14,1,0,0,0,65.83,0,0
3,0,0,0,0,0,1,32,2018,7,27,1,0,0,0,168.3,1,0
2,1,0,1,0,0,0,16,2018,3,15,1,0,0,0,114.0,1,0
2,0,1,3,0,0,0,98,2018,6,10,0,0,0,0,95.0,1,0
2,0,2,1,0,0,0,85,2018,8,28,0,0,0,0,72.25,0,0
2,0,1,2,0,0,0,65,2018,7,22,0,0,0,0,85.0,1,0
3,0,0,2,0,0,1,112,2018,12,27,1,0,0,0,131.13,2,0
2,0,0,5,0,0,0,212,2018,10,27,1,0,0,0,70.44,2,1
2,1,1,2,0,0,0,77,2018,4,25,1,0,0,0,128.7,0,1
2,0,2,2,2,0,1,24,2018,4,22,1,0,0,0,141.0,0,1
2,0,2,1,0,0,0,130,2018,5,15,1,0,0,0,105.3,0,0
1,0,1,2,2,0,0,265,2018,6,20,0,0,0,0,90.0,0,0
2,0,1,3,0,0,1,18,2018,11,7,1,0,0,0,147.9,0,1
2,0,1,5,0,0,0,129,2018,6,2,1,0,0,0,126.9,0,1
2,0,0,3,0,0,0,304,2018,12,29,1,0,0,0,70.0,0,1
2,0,1,3,0,0,1,167,2018,12,26,1,0,0,0,97.75,0,1
2,0,1,4,0,0,0,210,2018,8,15,1,0,0,0,90.95,0,0
1,0,0,2,0,0,1,2,2018,11,18,1,0,0,0,94.0,2,0
2,0,2,1,0,0,0,138,2018,8,3,1,0,0,0,123.3,2,0
2,0,1,2,0,0,2,224,2018,8,8,1,0,0,0,86.62,1,0
2,0,0,2,1,0,0,99,2018,7,12,1,0,0,0,89.25,1,1
2,0,1,4,0,0,0,259,2018,12,28,1,0,0,0,131.43,2,1
2,0,0,3,0,0,0,259,2018,5,10,0,0,0,0,90.0,0,1
2,0,0,3,1,0,0,115,2018,10,13,1,0,0,0,108.0,0,1
2,0,0,1,0,0,2,133,2018,7,20,1,0,0,0,97.54,1,0
1,0,1,3,0,0,1,28,2018,6,7,1,0,0,0,108.42,1,0
1,0,0,3,0,0,0,151,2018,1,10,0,0,0,0,71.0,0,0
2,0,1,2,0,0,0,119,2018,4,4,0,0,0,0,71.0,1,0
2,0,2,2,1,0,0,207,2018,7,1,1,0,0,0,80.75,1,1
2,0,0,5,2,0,1,42,2018,8,13,1,0,0,0,129.95,0,0
